name,oxilean,lean4lean,class,oxilean_detail,lean4lean_detail
UInt64.ofNatLT,verified,verified,agree,,
UInt64.recOn,verified,verified,agree,,
UInt64.size,verified,verified,agree,,
UInt64.toBitVec,verified,verified,agree,,
UInt8,verified,verified,agree,,
UInt8.casesOn,verified,verified,agree,,
UInt8.ctorIdx,verified,verified,agree,,
UInt8.decEq,verified,verified,agree,,
UInt8.decEq._proof_1,verified,verified,agree,,
UInt8.decEq._proof_2,verified,verified,agree,,
UInt8.decEq.match_1,verified,verified,agree,,
UInt8.decLe,verified,verified,agree,,
UInt8.decLe._aux_1,verified,verified,agree,,
UInt8.decLt,verified,verified,agree,,
UInt8.decLt._aux_1,verified,verified,agree,,
UInt8.le,verified,verified,agree,,
UInt8.lt,verified,verified,agree,,
UInt8.noConfusion,verified,verified,agree,,
UInt8.noConfusionType,verified,verified,agree,,
UInt8.ofBitVec._flat_ctor,absent,verified,only-one-side,,
UInt8.ofBitVec.noConfusion,verified,verified,agree,,
UInt8.ofNat,verified,verified,agree,,
UInt8.ofNatLT,verified,verified,agree,,
UInt8.recOn,verified,verified,agree,,
UInt8.size,verified,verified,agree,,
UInt8.toBitVec,verified,verified,agree,,
ULift,verified,verified,agree,,
ULift.casesOn,verified,verified,agree,,
ULift.down,verified,verified,agree,,
ULift.down_up,verified,verified,agree,,
ULift.noConfusion,verified,verified,agree,,
ULift.noConfusionType,verified,verified,agree,,
ULift.recOn,verified,verified,agree,,
ULift.up._flat_ctor,absent,verified,only-one-side,,
ULift.up.noConfusion,verified,verified,agree,,
ULift.up_down,verified,verified,agree,,
USize,verified,verified,agree,,
USize.casesOn,verified,verified,agree,,
USize.ctorIdx,verified,verified,agree,,
USize.decEq,verified,verified,agree,,
USize.decEq._proof_1,verified,verified,agree,,
USize.decEq._proof_2,verified,verified,agree,,
USize.decEq.match_1,verified,verified,agree,,
USize.noConfusion,verified,verified,agree,,
USize.noConfusionType,verified,verified,agree,,
USize.ofBitVec._flat_ctor,absent,verified,only-one-side,,
USize.ofBitVec.noConfusion,verified,verified,agree,,
USize.ofNatLT,verified,verified,agree,,
USize.recOn,verified,verified,agree,,
USize.size,verified,verified,agree,,
USize.size_eq,verified,verified,agree,,
USize.size_pos,verified,verified,agree,,
USize.toBitVec,verified,verified,agree,,
Unit,verified,verified,agree,,
Unit.unit,verified,verified,agree,,
XorOp,verified,verified,agree,,
XorOp.casesOn,verified,verified,agree,,
XorOp.ctorIdx,verified,verified,agree,,
XorOp.mk._flat_ctor,absent,verified,only-one-side,,
XorOp.mk.noConfusion,verified,verified,agree,,
XorOp.noConfusion,verified,verified,agree,,
XorOp.noConfusionType,verified,verified,agree,,
XorOp.recOn,verified,verified,agree,,
XorOp.xor,verified,verified,agree,,
Zero,verified,verified,agree,,
Zero.casesOn,verified,verified,agree,,
Zero.ctorIdx,verified,verified,agree,,
Zero.mk._flat_ctor,absent,verified,only-one-side,,
Zero.mk.noConfusion,verified,verified,agree,,
Zero.noConfusion,verified,verified,agree,,
Zero.noConfusionType,verified,verified,agree,,
Zero.recOn,verified,verified,agree,,
Zero.zero,verified,verified,agree,,
_private.Init.Prelude.0.Char.ext.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Char.val_eq_of_eq.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Fin.eq_of_val_eq.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.Macro.State.expandedMacroDecls,verified,verified,agree,,
_private.Init.Prelude.0.Lean.Macro.State.expandedMacroDecls._default,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Macro.State.mk._flat_ctor,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Macro.State.mk.noConfusion,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.MacroScopesView.review.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.Name.beq.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.Name.hash._proof_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Name.hash._proof_2,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Name.hash.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.SourceInfo.fromRef.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.SourceInfo.getPos?.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.SourceInfo.getTrailing?.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.SourceInfo.getTrailingTailPos?.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.Syntax.getHeadInfo?.loop,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Syntax.getHeadInfo?.loop.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.Syntax.getHeadInfo?.match_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Syntax.getInfo?.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Lean.Syntax.getKind.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Lean.Syntax.getTailPos?.loop,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Syntax.getTailPos?.loop.match_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Syntax.getTailPos?.match_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.Syntax.isIdent.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Lean.Syntax.isMissing.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Lean.Syntax.matchesLit.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Lean.Syntax.setKind.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Lean.assembleParts,verified,verified,agree,,
_private.Init.Prelude.0.Lean.assembleParts._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.Lean.assembleParts._sunfold,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.assembleParts.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.eraseMacroScopesAux,verified,verified,agree,,
_private.Init.Prelude.0.Lean.eraseMacroScopesAux._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.Lean.eraseMacroScopesAux._sunfold,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.eraseMacroScopesAux.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.extractImported,verified,verified,agree,,
_private.Init.Prelude.0.Lean.extractImported._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.Lean.extractImported._sunfold,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.extractImported.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.extractMacroScopesAux,verified,verified,agree,,
_private.Init.Prelude.0.Lean.extractMacroScopesAux._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.Lean.extractMacroScopesAux._sunfold,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.extractMacroScopesAux.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.extractMainModule,verified,verified,agree,,
_private.Init.Prelude.0.Lean.extractMainModule._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.Lean.extractMainModule._sunfold,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.replaceRef.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.simpMacroScopesAux,verified,verified,agree,,
_private.Init.Prelude.0.Lean.simpMacroScopesAux._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.Lean.simpMacroScopesAux._sunfold,absent,verified,only-one-side,,
_private.Init.Prelude.0.Lean.simpMacroScopesAux.match_1,verified,verified,agree,,
_private.Init.Prelude.0.Lean.withRef?.match_1,unsupported,verified,unsupported-skipped,dependency on an unsupported declaration,
_private.Init.Prelude.0.Nat.add_pos_right.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.ble_eq_true_of_le.match_1_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Nat.ble_eq_true_of_le.match_1_4,absent,verified,only-one-side,,
_private.Init.Prelude.0.Nat.ble_eq_true_of_le.match_1_7,verified,absent,only-one-side,,
_private.Init.Prelude.0.Nat.ble_self_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.ble_succ_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.div_rec_lemma.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.eq_of_beq_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.eq_or_lt_of_le.match_1_1,verified,absent,only-one-side,,
_private.Init.Prelude.0.Nat.eq_or_lt_of_le.match_1_3,verified,absent,only-one-side,,
_private.Init.Prelude.0.Nat.le_antisymm.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.le_of_ble_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.le_trans.match_1_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Nat.le_trans.match_1_10,verified,absent,only-one-side,,
_private.Init.Prelude.0.Nat.le_trans.match_1_6,absent,verified,only-one-side,,
_private.Init.Prelude.0.Nat.lt_of_le_of_ne.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.lt_or_ge.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.lt_or_ge.match_1_3,verified,verified,agree,,
_private.Init.Prelude.0.Nat.lt_or_ge.match_1_5,verified,verified,agree,,
_private.Init.Prelude.0.Nat.modCoreGo_lt.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.modCore_lt.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.mod_lt.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.mod_lt.match_1_3,verified,verified,agree,,
_private.Init.Prelude.0.Nat.mul_pos.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.ne_of_beq_eq_false.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.not_succ_le_self.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.pow_pos.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.pred_le.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.pred_le_pred.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.sub_lt.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nat.succ_le_succ.match_1_1,absent,verified,only-one-side,,
_private.Init.Prelude.0.Nat.succ_le_succ.match_1_4,absent,verified,only-one-side,,
_private.Init.Prelude.0.Nat.succ_le_succ.match_1_7,verified,absent,only-one-side,,
_private.Init.Prelude.0.Nat.zero_le.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Nonempty.elim.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.Or.elim.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.System.Platform.getNumBits._proof_1,verified,verified,agree,,
_private.Init.Prelude.0.USize.size_eq.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.USize.size_pos.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.decide_eq_false.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.decide_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.eq_false_of_ne_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.eq_true_of_ne_false.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.instNonemptyOfMonad.match_1,verified,verified,agree,,
_private.Init.Prelude.0.isValidChar_UInt32,verified,verified,agree,,
_private.Init.Prelude.0.isValidChar_UInt32.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.ne_false_of_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.ne_true_of_eq_false.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.noConfusion_of_Nat.aux,verified,verified,agree,,
_private.Init.Prelude.0.noConfusion_of_Nat.aux._f,verified,absent,only-one-side,,
_private.Init.Prelude.0.noConfusion_of_Nat.aux.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.of_decide_eq_false.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.of_decide_eq_self_eq_true.match_1_1,verified,verified,agree,,
_private.Init.Prelude.0.of_decide_eq_true.match_1_1,verified,verified,agree,,
absurd,verified,verified,agree,,
cast,verified,verified,agree,,
cond,verified,verified,agree,,
cond.match_1,verified,verified,agree,,
congr,verified,verified,agree,,
congrArg,verified,verified,agree,,
congrFun,verified,verified,agree,,
congrFun',verified,verified,agree,,
decEq,verified,verified,agree,,
decide_eq_false,verified,verified,agree,,
decide_eq_true,verified,verified,agree,,
dite,verified,verified,agree,,
eq_false_of_ne_true,verified,verified,agree,,
eq_of_heq,verified,verified,agree,,
eq_true_of_ne_false,verified,verified,agree,,
getModify,verified,verified,agree,,
getThe,verified,verified,agree,,
heq_of_eq,verified,verified,agree,,
id,verified,verified,agree,,
id_eq,verified,verified,agree,,
inferInstance,verified,verified,agree,,
inferInstanceAs,verified,verified,agree,,
instAddNat,verified,verified,agree,,
instBEqOfDecidableEq,verified,verified,agree,,
instDecidableAnd,verified,verified,agree,,
instDecidableAnd._proof_1,verified,verified,agree,,
instDecidableAnd._proof_2,verified,verified,agree,,
instDecidableAnd.match_1,verified,verified,agree,,
instDecidableEqBitVec,verified,verified,agree,,
instDecidableEqBool,verified,verified,agree,,
instDecidableEqChar,verified,verified,agree,,
instDecidableEqChar.match_1,verified,verified,agree,,
instDecidableEqFin,verified,verified,agree,,
instDecidableEqFin._proof_1,verified,verified,agree,,
instDecidableEqFin.match_1,verified,verified,agree,,
instDecidableEqList,verified,verified,agree,,
instDecidableEqList.match_1,verified,verified,agree,,
instDecidableEqNat,verified,verified,agree,,
instDecidableEqRaw,verified,verified,agree,,
instDecidableEqRaw._proof_1,verified,verified,agree,,
instDecidableEqRaw._proof_2,verified,verified,agree,,
instDecidableEqRaw.match_1,verified,verified,agree,,
instDecidableEqRaw.match_3,verified,verified,agree,,
instDecidableEqString,verified,verified,agree,,
instDecidableEqUInt16,verified,verified,agree,,
instDecidableEqUInt32,verified,verified,agree,,
instDecidableEqUInt64,verified,verified,agree,,
instDecidableEqUInt8,verified,verified,agree,,
instDecidableEqUSize,verified,verified,agree,,
instDecidableLeBitVec,verified,verified,agree,,
instDecidableLeBitVec._proof_1,absent,verified,only-one-side,,
instDecidableLeBitVec._proof_2,absent,verified,only-one-side,,
instDecidableLtBitVec,verified,verified,agree,,
instDecidableLtBitVec._aux_1,absent,verified,only-one-side,,
instDecidableNot,verified,verified,agree,,
instDecidableOr,verified,verified,agree,,
instDecidableOr._proof_1,verified,verified,agree,,
instDecidableOr.match_1,verified,verified,agree,,
instHAdd,verified,verified,agree,,
instHAndOfAndOp,verified,verified,agree,,
instHAndThenOfAndThen,verified,verified,agree,,
instHAppendOfAppend,verified,verified,agree,,
instHDiv,verified,verified,agree,,
instHMod,verified,verified,agree,,
instHMul,verified,verified,agree,,
instHOrElseOfOrElse,verified,verified,agree,,
instHOrOfOrOp,verified,verified,agree,,
instHPow,verified,verified,agree,,
instHSMul,verified,verified,agree,,
instHShiftLeftOfShiftLeft,verified,verified,agree,,
instHShiftRightOfShiftRight,verified,verified,agree,,
instHSub,verified,verified,agree,,
instHXorOfXorOp,verified,verified,agree,,
instHashableString,verified,verified,agree,,
instHashableSubtype,verified,verified,agree,,
instInhabitedBool,verified,verified,agree,,
instInhabitedBool.default,verified,verified,agree,,
instInhabitedExcept,verified,verified,agree,,
instInhabitedForall,verified,verified,agree,,
instInhabitedForallOfMonad,verified,verified,agree,,
instInhabitedList,verified,verified,agree,,
instInhabitedNat,verified,verified,agree,,
instInhabitedNonemptyType,verified,verified,agree,,
instInhabitedOfMonad,verified,verified,agree,,
instInhabitedOption,verified,verified,agree,,
instInhabitedRaw,verified,verified,agree,,
instInhabitedRaw_1,verified,verified,agree,,
instInhabitedReaderT,verified,verified,agree,,
instInhabitedSort,verified,verified,agree,,
instInhabitedUInt16,verified,verified,agree,,
instInhabitedUInt16._proof_1,verified,verified,agree,,
instInhabitedUInt32,verified,verified,agree,,
instInhabitedUInt32._proof_1,verified,verified,agree,,
instInhabitedUInt64,verified,verified,agree,,
instInhabitedUInt64._proof_1,verified,verified,agree,,
instInhabitedUInt8,verified,verified,agree,,
instInhabitedUInt8._proof_1,verified,verified,agree,,
instInhabitedULift,verified,verified,agree,,
instInhabitedUSize,verified,verified,agree,,
instLEBitVec,verified,verified,agree,,
instLEFin,verified,verified,agree,,
instLENat,verified,verified,agree,,
instLEUInt32,verified,verified,agree,,
instLEUInt8,verified,verified,agree,,
instLTBitVec,verified,verified,agree,,
instLTFin,verified,verified,agree,,
instLTNat,verified,verified,agree,,
instLTUInt32,verified,verified,agree,,
instLTUInt8,verified,verified,agree,,
instMaxUInt32,verified,verified,agree,,
instMinNat,verified,verified,agree,,
instMinUInt32,verified,verified,agree,,
instMonadEvalOfMonadLift,verified,verified,agree,,
instMonadEvalT,verified,verified,agree,,
instMonadEvalTOfMonadEval,verified,verified,agree,,
instMonadExceptOfMonadExceptOf,verified,verified,agree,,
instMonadFunctorTOfMonadFunctor,verified,verified,agree,,
instMonadLiftT,verified,verified,agree,,
instMonadLiftTOfMonadLift,verified,verified,agree,,
instMonadReaderOfMonadReaderOf,verified,verified,agree,,
instMonadReaderOfOfMonadLift,verified,verified,agree,,
instMonadReaderOfReaderTOfMonad,verified,verified,agree,,
instMonadStateOfMonadStateOf,verified,verified,agree,,
instMonadStateOfOfMonadLift,verified,verified,agree,,
instMonadWithReaderOfMonadWithReaderOf,verified,verified,agree,,
instMonadWithReaderOfOfMonadFunctor,verified,verified,agree,,
instMonadWithReaderOfReaderT,verified,verified,agree,,
instMulNat,verified,verified,agree,,
instNatPowNat,verified,verified,agree,,
instNonemptyForall,verified,verified,agree,,
instNonemptyOfInhabited,verified,verified,agree,,
instNonemptyOfMonad,verified,verified,agree,,
instOfNatNat,verified,verified,agree,,
instPowNat,verified,verified,agree,,
instPowOfHomogeneousPow,verified,verified,agree,,
instSMulOfMul,verified,verified,agree,,
instSubNat,verified,verified,agree,,
instTransEq,verified,verified,agree,,
instTransEq_1,verified,verified,agree,,
ite,verified,verified,agree,,
letFun,verified,verified,agree,,
liftM,verified,verified,agree,,
maxOfLe,verified,verified,agree,,
minOfLe,verified,verified,agree,,
mixHash,verified,verified,agree,,
modify,verified,verified,agree,,
modifyGetThe,verified,verified,agree,,
modifyThe,verified,verified,agree,,
monadFunctorRefl,verified,verified,agree,,
namedPattern,verified,verified,agree,,
ne_false_of_eq_true,verified,verified,agree,,
ne_true_of_eq_false,verified,verified,agree,,
noConfusion_of_Nat,verified,verified,agree,,
of_decide_eq_false,verified,verified,agree,,
of_decide_eq_self_eq_true,verified,verified,agree,,
of_decide_eq_true,verified,verified,agree,,
optParam,verified,verified,agree,,
outParam,verified,verified,agree,,
panic,verified,verified,agree,,
panicCore,verified,verified,agree,,
readThe,verified,verified,agree,,
rfl,verified,verified,agree,,
semiOutParam,verified,verified,agree,,
sorryAx,verified,verified,agree,,
throwThe,verified,verified,agree,,
tryCatchThe,verified,verified,agree,,
withTheReader,verified,verified,agree,,
